trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
185,False,"{'a': 0.4, 'e': 0.7137696488673927}",20,1,-8.902482270652776,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 0}",1
186,False,"{'a': 0.4, 'e': 0.712462805653554}",20,0,-54.602785867197724,"{0: 14, 1: 4, 2: 1, 3: 0, 4: 1}",0
187,False,"{'a': 0.4, 'e': 0.7111583551432832}",20,0,-154.9563212947215,"{0: 8, 1: 4, 2: 4, 3: 3, 4: 1}",0
188,False,"{'a': 0.4, 'e': 0.7098562929557715}",30,15,-27.871794539204462,"{0: 11, 1: 1, 2: 2, 3: 1, 4: 0}",1
189,False,"{'a': 0.4, 'e': 0.7085566147182308}",25,0,-94.39519067827979,"{0: 16, 1: 2, 2: 4, 3: 3, 4: 0}",0
190,False,"{'a': 0.4, 'e': 0.7072593160658793}",30,0,-95.61739047947701,"{0: 22, 1: 3, 2: 3, 3: 0, 4: 2}",0
191,False,"{'a': 0.4, 'e': 0.7059643926419266}",20,0,-69.1479784133386,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 2}",0
192,False,"{'a': 0.4, 'e': 0.704671840097559}",30,0,-273.0924805161324,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 6}",0
193,False,"{'a': 0.4, 'e': 0.7033816540919253}",25,8,-84.25391703803434,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 2}",1
194,False,"{'a': 0.4, 'e': 0.7020938302921219}",25,0,-111.72998537862688,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 2}",0
195,False,"{'a': 0.4, 'e': 0.7008083643731784}",20,7,-13.346688098749635,"{0: 9, 1: 3, 2: 1, 3: 0, 4: 0}",1
196,False,"{'a': 0.4, 'e': 0.6995252520180428}",20,0,1.1374493405372341,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
197,False,"{'a': 0.4, 'e': 0.6982444889175675}",20,0,-72.22786366867838,"{0: 13, 1: 4, 2: 1, 3: 1, 4: 1}",0
198,False,"{'a': 0.4, 'e': 0.6969660707704941}",25,0,-49.122024837859165,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
199,False,"{'a': 0.4, 'e': 0.69568999328344}",20,0,-65.16638543375831,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
200,False,"{'a': 0.4, 'e': 0.6944162521708825}",20,0,-29.565852873697775,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
201,False,"{'a': 0.4, 'e': 0.6931448431551464}",25,0,-52.86159201940319,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
202,False,"{'a': 0.4, 'e': 0.6918757619663876}",20,0,-97.38931134487085,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
203,False,"{'a': 0.4, 'e': 0.6906090043425799}",20,0,-110.21886839776269,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
204,False,"{'a': 0.4, 'e': 0.6893445660295007}",30,17,12.349717489564686,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
205,False,"{'a': 0.4, 'e': 0.6880824427807162}",30,0,-113.04236541283886,"{0: 21, 1: 2, 2: 5, 3: 0, 4: 2}",0
206,False,"{'a': 0.4, 'e': 0.6868226303575675}",30,8,-63.29530669705835,"{0: 16, 1: 1, 2: 4, 3: 0, 4: 1}",1
207,False,"{'a': 0.4, 'e': 0.6855651245291564}",25,0,-120.78252476802386,"{0: 17, 1: 1, 2: 2, 3: 4, 4: 1}",0
208,False,"{'a': 0.4, 'e': 0.6843099210723309}",20,12,-20.787240283809727,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
209,False,"{'a': 0.4, 'e': 0.6830570157716713}",30,0,-61.1895200443537,"{0: 22, 1: 2, 2: 4, 3: 2, 4: 0}",0
210,False,"{'a': 0.4, 'e': 0.6818064044194758}",35,0,-72.93229297364347,"{0: 26, 1: 2, 2: 6, 3: 0, 4: 1}",1
211,False,"{'a': 0.4, 'e': 0.6805580828157466}",25,0,-139.79159050260856,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 3}",0
212,False,"{'a': 0.4, 'e': 0.6793120467681756}",20,0,-159.16223757738524,"{0: 11, 1: 1, 2: 3, 3: 3, 4: 2}",0
213,False,"{'a': 0.4, 'e': 0.6780682920921305}",25,12,0.2606404165202827,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
214,False,"{'a': 0.4, 'e': 0.6768268146106405}",30,0,-118.35303893608233,"{0: 22, 1: 1, 2: 4, 3: 1, 4: 2}",0
215,False,"{'a': 0.4, 'e': 0.6755876101543828}",20,0,-32.80148326460456,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
216,False,"{'a': 0.4, 'e': 0.6743506745616678}",25,0,-69.50368899556109,"{0: 20, 1: 1, 2: 1, 3: 2, 4: 1}",0
217,False,"{'a': 0.4, 'e': 0.6731160036784256}",30,0,-132.58218756987307,"{0: 22, 1: 2, 2: 3, 3: 0, 4: 3}",0
218,False,"{'a': 0.4, 'e': 0.6718835933581925}",20,0,8.697904322372445,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
219,False,"{'a': 0.4, 'e': 0.6706534394620958}",30,0,-78.13592896108855,"{0: 21, 1: 1, 2: 6, 3: 2, 4: 0}",0
220,False,"{'a': 0.4, 'e': 0.6694255378588413}",25,0,-175.6697150898869,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 4}",0
221,False,"{'a': 0.4, 'e': 0.6681998844246986}",20,9,-30.150551654589492,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
222,False,"{'a': 0.4, 'e': 0.6669764750434872}",20,10,-79.35627414468472,"{0: 5, 1: 0, 2: 3, 3: 1, 4: 1}",1
223,False,"{'a': 0.4, 'e': 0.6657553056065635}",20,0,-68.59508185851337,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
224,False,"{'a': 0.4, 'e': 0.6645363720128058}",20,13,-5.1832409262472625,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.4, 'e': 0.6633196701686016}",25,0,-52.94860565353588,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
226,False,"{'a': 0.4, 'e': 0.6621051959878331}",20,0,-57.14969696147674,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
227,False,"{'a': 0.4, 'e': 0.6608929453918642}",25,0,-162.23282796772128,"{0: 15, 1: 1, 2: 6, 3: 0, 4: 3}",0
228,False,"{'a': 0.4, 'e': 0.6596829143095259}",35,21,10.967163940432302,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
229,False,"{'a': 0.4, 'e': 0.6584750986771033}",20,0,-23.673688812485757,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
230,False,"{'a': 0.4, 'e': 0.6572694944383219}",20,0,-78.65274033146986,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
231,False,"{'a': 0.4, 'e': 0.6560660975443339}",25,0,-34.666470855226855,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
232,False,"{'a': 0.4, 'e': 0.6548649039537042}",25,0,-83.14477126559902,"{0: 18, 1: 1, 2: 3, 3: 2, 4: 1}",0
233,False,"{'a': 0.4, 'e': 0.6536659096323976}",25,0,-94.49750899270995,"{0: 18, 1: 0, 2: 4, 3: 2, 4: 1}",0
234,False,"{'a': 0.4, 'e': 0.6524691105537643}",25,0,-29.48427316911362,"{0: 19, 1: 3, 2: 2, 3: 1, 4: 0}",0
235,False,"{'a': 0.4, 'e': 0.6512745026985276}",20,0,-21.12300135129557,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
236,False,"{'a': 0.4, 'e': 0.650082082054769}",20,0,-27.10456265431043,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
237,False,"{'a': 0.4, 'e': 0.6488918446179159}",20,0,-2.719584166556614,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
238,False,"{'a': 0.4, 'e': 0.6477037863907276}",25,0,-64.52978402178533,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
239,False,"{'a': 0.4, 'e': 0.6465179033832819}",25,0,-84.2668773841154,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
240,False,"{'a': 0.4, 'e': 0.6453341916129616}",25,0,-30.484826452624507,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
241,False,"{'a': 0.4, 'e': 0.6441526471044415}",35,0,-50.35586292004137,"{0: 27, 1: 1, 2: 6, 3: 1, 4: 0}",0
242,False,"{'a': 0.4, 'e': 0.6429732658896751}",25,0,-133.90356940961092,"{0: 15, 1: 5, 2: 1, 3: 2, 4: 2}",0
243,False,"{'a': 0.4, 'e': 0.6417960440078803}",20,0,-64.58069116496091,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
244,False,"{'a': 0.4, 'e': 0.6406209775055274}",20,0,-38.798443784129894,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
245,False,"{'a': 0.4, 'e': 0.639448062436325}",20,13,4.211519321002589,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.4, 'e': 0.6382772948612071}",25,0,-99.4432312290609,"{0: 16, 1: 1, 2: 7, 3: 0, 4: 1}",0
247,False,"{'a': 0.4, 'e': 0.6371086708483196}",20,6,-89.06704363433262,"{0: 8, 1: 0, 2: 4, 3: 1, 4: 1}",1
248,False,"{'a': 0.4, 'e': 0.6359421864730073}",20,11,-52.78412502401579,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 1}",1
249,False,"{'a': 0.4, 'e': 0.6347778378178006}",30,9,-11.543825288606664,"{0: 18, 1: 0, 2: 2, 3: 1, 4: 0}",1
250,False,"{'a': 0.4, 'e': 0.6336156209724028}",20,0,-71.45304318734892,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
251,False,"{'a': 0.4, 'e': 0.6324555320336759}",20,8,-4.3366327358909835,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
252,False,"{'a': 0.4, 'e': 0.6312975671056287}",25,0,-54.676080972752985,"{0: 19, 1: 2, 2: 1, 3: 3, 4: 0}",0
253,False,"{'a': 0.4, 'e': 0.630141722299403}",25,0,-72.25233471982405,"{0: 16, 1: 5, 2: 3, 3: 0, 4: 1}",0
254,False,"{'a': 0.4, 'e': 0.6289879937332608}",20,12,1.8349705246721744,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
255,False,"{'a': 0.4, 'e': 0.6278363775325709}",30,3,-124.51503999650937,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 2}",1
256,False,"{'a': 0.4, 'e': 0.6266868698297967}",25,1,-89.67555176448624,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 2}",1
257,False,"{'a': 0.4, 'e': 0.6255394667644821}",20,0,-45.32349223957506,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
258,False,"{'a': 0.4, 'e': 0.6243941644832397}",20,0,-15.75050485545771,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
259,False,"{'a': 0.4, 'e': 0.6232509591397367}",25,0,-180.5212247200369,"{0: 15, 1: 2, 2: 3, 3: 2, 4: 3}",0
260,False,"{'a': 0.4, 'e': 0.622109846894683}",25,9,-98.67690458956432,"{0: 7, 1: 3, 2: 4, 3: 1, 4: 1}",1
261,False,"{'a': 0.4, 'e': 0.6209708239158177}",25,0,-155.76706961371724,"{0: 16, 1: 0, 2: 4, 3: 3, 4: 2}",0
262,False,"{'a': 0.4, 'e': 0.6198338863778964}",25,0,-33.74369594198521,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
263,False,"{'a': 0.4, 'e': 0.6186990304626784}",20,0,-30.1397662379564,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
264,False,"{'a': 0.4, 'e': 0.6175662523589137}",25,13,-3.0122580674537103,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
265,False,"{'a': 0.4, 'e': 0.6164355482623305}",25,11,-10.591532048395981,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
266,False,"{'a': 0.4, 'e': 0.6153069143756222}",30,2,2.4519815455077696,"{0: 25, 1: 0, 2: 3, 3: 0, 4: 0}",1
267,False,"{'a': 0.4, 'e': 0.6141803469084347}",20,12,-45.043580155149336,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 1}",1
268,False,"{'a': 0.4, 'e': 0.6130558420773536}",25,7,-56.16169218703084,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 1}",1
269,False,"{'a': 0.4, 'e': 0.6119333961058918}",30,12,22.83736568753017,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.4, 'e': 0.6108130052244761}",20,10,-70.71469058852553,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 2}",1
271,False,"{'a': 0.4, 'e': 0.6096946656704355}",25,0,-94.65081660810333,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
272,False,"{'a': 0.4, 'e': 0.608578373687988}",20,6,-33.64455022724899,"{0: 10, 1: 0, 2: 3, 3: 1, 4: 0}",1
273,False,"{'a': 0.4, 'e': 0.6074641255282277}",30,0,-52.47174835004364,"{0: 24, 1: 1, 2: 4, 3: 0, 4: 1}",0
274,False,"{'a': 0.4, 'e': 0.6063519174491132}",20,0,-92.45501470051114,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",1
275,False,"{'a': 0.4, 'e': 0.6052417457154539}",20,0,-50.166004676537625,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
276,False,"{'a': 0.4, 'e': 0.6041336065988983}",20,0,-24.98470431530572,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",0
277,False,"{'a': 0.4, 'e': 0.6030274963779207}",25,16,-17.215674933837704,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
278,False,"{'a': 0.4, 'e': 0.6019234113378099}",20,0,-30.81351375661212,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
279,False,"{'a': 0.4, 'e': 0.6008213477706553}",25,0,-173.35193967184313,"{0: 17, 1: 0, 2: 4, 3: 0, 4: 4}",0
280,False,"{'a': 0.4, 'e': 0.5997213019753355}",35,4,-48.531763403447265,"{0: 22, 1: 4, 2: 4, 3: 1, 4: 0}",1
281,False,"{'a': 0.4, 'e': 0.5986232702575051}",20,0,-24.58560248103861,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
282,False,"{'a': 0.4, 'e': 0.5975272489295832}",30,5,-101.76247357108011,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",1
283,False,"{'a': 0.4, 'e': 0.5964332343107402}",35,9,7.579616138958954,"{0: 22, 1: 2, 2: 2, 3: 0, 4: 0}",1
284,False,"{'a': 0.4, 'e': 0.5953412227268858}",25,0,-196.12411419181998,"{0: 14, 1: 4, 2: 3, 3: 0, 4: 4}",0
285,False,"{'a': 0.4, 'e': 0.5942512105106565}",20,10,-140.3566269568618,"{0: 4, 1: 0, 2: 3, 3: 0, 4: 3}",1
286,False,"{'a': 0.4, 'e': 0.5931631940014037}",35,20,-70.31303790879484,"{0: 11, 1: 0, 2: 1, 3: 2, 4: 1}",1
287,False,"{'a': 0.4, 'e': 0.5920771695451807}",20,0,-42.11960602807031,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
288,False,"{'a': 0.4, 'e': 0.5909931334947313}",30,10,-59.47330368161806,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",1
289,False,"{'a': 0.4, 'e': 0.5899110822094763}",20,0,-85.65160582861867,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
290,False,"{'a': 0.4, 'e': 0.588831012055503}",25,0,-25.337058923933213,"{0: 18, 1: 4, 2: 3, 3: 0, 4: 0}",0
291,False,"{'a': 0.4, 'e': 0.5877529194055513}",20,0,-33.3373654192182,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
292,False,"{'a': 0.4, 'e': 0.5866768006390026}",25,6,-85.68787700937163,"{0: 13, 1: 0, 2: 3, 3: 2, 4: 1}",1
293,False,"{'a': 0.4, 'e': 0.5856026521418674}",25,7,-25.323823261510558,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
294,False,"{'a': 0.4, 'e': 0.5845304703067725}",20,0,-17.688252973587534,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
295,False,"{'a': 0.4, 'e': 0.5834602515329503}",20,0,-130.69683075841448,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
296,False,"{'a': 0.4, 'e': 0.5823919922262253}",20,0,-68.14409934623329,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
297,False,"{'a': 0.4, 'e': 0.5813256887990025}",20,0,1.9406857707790326,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
298,False,"{'a': 0.4, 'e': 0.5802613376702558}",25,10,12.719678066753227,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
299,False,"{'a': 0.4, 'e': 0.5791989352655155}",30,0,-162.1800583362452,"{0: 20, 1: 0, 2: 5, 3: 3, 4: 2}",0
300,False,"{'a': 0.4, 'e': 0.5781384780168562}",20,0,-70.1971409422673,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
301,False,"{'a': 0.4, 'e': 0.5770799623628855}",20,0,-15.923018919104399,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
302,False,"{'a': 0.4, 'e': 0.5760233847487308}",25,15,9.016433055684187,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.4, 'e': 0.5749687416260291}",20,0,-14.330802637188,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
304,False,"{'a': 0.4, 'e': 0.5739160294529131}",25,14,-43.68387771640587,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
305,False,"{'a': 0.4, 'e': 0.5728652446940011}",20,0,-38.5708754793503,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
306,False,"{'a': 0.4, 'e': 0.571816383820384}",20,0,9.794911016535035,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
307,False,"{'a': 0.4, 'e': 0.5707694433096138}",20,4,5.4543442800960635,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
308,False,"{'a': 0.4, 'e': 0.5697244196456919}",30,22,-41.12915291776658,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
309,False,"{'a': 0.4, 'e': 0.5686813093190568}",20,0,-87.81794699951558,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 2}",0
310,False,"{'a': 0.4, 'e': 0.5676401088265733}",30,20,-22.078655583690146,"{0: 6, 1: 2, 2: 2, 3: 0, 4: 0}",1
311,False,"{'a': 0.4, 'e': 0.5666008146715195}",25,13,7.218885815026727,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
312,False,"{'a': 0.4, 'e': 0.5655634233635759}",25,15,-36.11643311683845,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
313,False,"{'a': 0.4, 'e': 0.5645279314188134}",20,0,-133.09812969192345,"{0: 13, 1: 0, 2: 3, 3: 2, 4: 2}",0
314,False,"{'a': 0.4, 'e': 0.5634943353596817}",25,0,8.281176781839475,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
315,False,"{'a': 0.4, 'e': 0.5624626317149977}",20,0,-91.8482835962051,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
316,False,"{'a': 0.4, 'e': 0.5614328170199332}",30,0,-28.967849557999674,"{0: 24, 1: 0, 2: 6, 3: 0, 4: 0}",0
317,False,"{'a': 0.4, 'e': 0.5604048878160043}",30,12,-15.648505005017622,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 0}",1
318,False,"{'a': 0.4, 'e': 0.559378840651059}",25,0,-70.94439703729242,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 1}",0
319,False,"{'a': 0.4, 'e': 0.5583546720792658}",25,2,-40.396173964286426,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 0}",1
320,False,"{'a': 0.4, 'e': 0.5573323786611024}",25,9,-85.57890943437249,"{0: 10, 1: 0, 2: 4, 3: 1, 4: 1}",1
321,False,"{'a': 0.4, 'e': 0.5563119569633437}",20,14,-32.28150021845038,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
322,False,"{'a': 0.4, 'e': 0.5552934035590508}",30,14,-0.31130216309777303,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 0}",1
323,False,"{'a': 0.4, 'e': 0.5542767150275587}",35,0,-233.35210722718872,"{0: 23, 1: 1, 2: 6, 3: 0, 4: 5}",0
324,False,"{'a': 0.4, 'e': 0.5532618879544658}",20,2,-37.61344660586249,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
325,False,"{'a': 0.4, 'e': 0.5522489189316219}",25,0,-59.395326208483816,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
326,False,"{'a': 0.4, 'e': 0.5512378045571164}",30,18,-23.18147607401574,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
327,False,"{'a': 0.4, 'e': 0.5502285414352674}",30,0,-30.765846627399917,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 1}",0
328,False,"{'a': 0.4, 'e': 0.5492211261766108}",20,8,7.846499778833971,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
329,False,"{'a': 0.4, 'e': 0.5482155553978872}",25,0,-96.94441109516099,"{0: 17, 1: 4, 2: 2, 3: 0, 4: 2}",0
330,False,"{'a': 0.4, 'e': 0.5472118257220325}",25,8,8.152639161616904,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
331,False,"{'a': 0.4, 'e': 0.5462099337781654}",25,0,-93.50405994819148,"{0: 14, 1: 5, 2: 5, 3: 0, 4: 1}",0
332,False,"{'a': 0.4, 'e': 0.5452098762015761}",20,12,-47.977488681326875,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 1}",1
333,False,"{'a': 0.4, 'e': 0.5442116496337156}",30,21,-37.177155961504496,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
334,False,"{'a': 0.4, 'e': 0.5432152507221839}",20,0,5.055244508559566,"{0: 16, 1: 4, 2: 0, 3: 0, 4: 0}",0
335,False,"{'a': 0.4, 'e': 0.542220676120719}",25,7,-50.10892904635738,"{0: 14, 1: 2, 2: 0, 3: 1, 4: 1}",1
336,False,"{'a': 0.4, 'e': 0.5412279224891856}",25,0,-84.28007241241097,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
337,False,"{'a': 0.4, 'e': 0.5402369864935638}",20,11,-33.45722027471041,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 1}",1
338,False,"{'a': 0.4, 'e': 0.539247864805938}",25,0,-15.279855331969483,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
339,False,"{'a': 0.4, 'e': 0.5382605541044856}",20,8,6.561425770620949,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
340,False,"{'a': 0.4, 'e': 0.5372750510734661}",20,0,-66.92038139572846,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
341,False,"{'a': 0.4, 'e': 0.5362913524032097}",25,0,-9.672906629359893,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
342,False,"{'a': 0.4, 'e': 0.5353094547901063}",20,0,-47.84850386846731,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
343,False,"{'a': 0.4, 'e': 0.5343293549365944}",25,9,-8.090028511061375,"{0: 12, 1: 3, 2: 1, 3: 0, 4: 0}",1
344,False,"{'a': 0.4, 'e': 0.53335104955115}",20,0,0.5317851407693572,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
345,False,"{'a': 0.4, 'e': 0.5323745353482756}",20,0,-67.8445394123917,"{0: 14, 1: 1, 2: 2, 3: 3, 4: 0}",0
346,False,"{'a': 0.4, 'e': 0.531399809048489}",20,0,2.3366849097795788,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
347,False,"{'a': 0.4, 'e': 0.5304268673783127}",25,17,-35.01068494647227,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 1}",1
348,False,"{'a': 0.4, 'e': 0.5294557070702622}",20,1,7.917914618269718,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
349,False,"{'a': 0.4, 'e': 0.528486324862836}",20,0,0.5061360569750742,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
350,False,"{'a': 0.4, 'e': 0.5275187175005034}",25,0,-60.567325619913355,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
351,False,"{'a': 0.4, 'e': 0.526552881733695}",20,0,-43.33739687295558,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
352,False,"{'a': 0.4, 'e': 0.5255888143187903}",30,17,-48.776888645723865,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
353,False,"{'a': 0.4, 'e': 0.5246265120181085}",20,4,-114.2765536240308,"{0: 9, 1: 0, 2: 3, 3: 3, 4: 1}",1
354,False,"{'a': 0.4, 'e': 0.5236659715998956}",30,18,-41.79045456529545,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 1}",1
355,False,"{'a': 0.4, 'e': 0.5227071898383153}",20,0,-26.29556397233498,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
356,False,"{'a': 0.4, 'e': 0.5217501635134374}",25,0,-29.92232897251909,"{0: 19, 1: 3, 2: 2, 3: 1, 4: 0}",0
357,False,"{'a': 0.4, 'e': 0.5207948894112271}",20,0,-103.30754871080521,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
358,False,"{'a': 0.4, 'e': 0.5198413643235339}",20,0,10.397225676957328,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
359,False,"{'a': 0.4, 'e': 0.5188895850480816}",20,11,-14.97166196161065,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 0}",1
360,False,"{'a': 0.4, 'e': 0.5179395483884566}",25,11,-13.103709993042457,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
361,False,"{'a': 0.4, 'e': 0.5169912511540978}",30,12,-49.54650799563306,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 1}",1
362,False,"{'a': 0.4, 'e': 0.5160446901602859}",20,0,-84.97936502758927,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 2}",0
363,False,"{'a': 0.4, 'e': 0.5150998622281321}",30,7,-26.301911774571067,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 1}",1
364,False,"{'a': 0.4, 'e': 0.5141567641845682}",25,13,-15.063775838126478,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
365,False,"{'a': 0.4, 'e': 0.5132153928623354}",25,0,-142.25376539034664,"{0: 15, 1: 3, 2: 3, 3: 2, 4: 2}",0
366,False,"{'a': 0.4, 'e': 0.5122757450999741}",20,5,-65.2909869781732,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 1}",1
367,False,"{'a': 0.4, 'e': 0.5113378177418125}",20,0,-8.006642384056306,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
368,False,"{'a': 0.4, 'e': 0.510401607637957}",20,11,-20.82760376919262,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 0}",1
